1	0.571	1.234	2.165	3.706	6.517
2	0.357	0.763	1.324	2.267	3.981
4	0.315	0.653	1.121	2.027	3.507
8	0.327	0.687	1.175	2.071	3.549
16	0.317	0.677	1.169	2.006	3.550
