1	0.571	1.234	2.165	3.706	6.517
1	0.484	0.680	1.103	1.909	3.342
2	0.303	0.502	0.745	1.265	2.206
4	0.233	0.393	0.591	0.955	1.642
8	0.187	0.328	0.559	0.869	1.383
16	0.173	0.320	0.530	0.843	1.383
